"recipe_id","faction","surface","style","look_summary","finish","difficulty","time_mode","notes","reference_folder","scheme_tag","primary_colour","variant_group","faction_family"
"IG_DETAILS_MIX_01","Astra Militarum","Details","Truth Pass v2","Webbing/equipment details: warm khaki-brown with clean highlights.","Matte","Easy","Standard","","references/Astra Militarum/Details","Cadian Shock Troops (official/box-art compass)","Brown","",""
"IG_LEATHER_MIX_01","Astra Militarum","Leather","Truth Pass v2","Dark brown leather straps/pouches with warm highlights.","Matte","Easy","Standard","","references/Astra Militarum/Leather","Cadian Shock Troops (official/box-art compass)","Brown","",""
"IG_METALS_MIX_01","Astra Militarum","Metals","Truth Pass v2","Steel metals: clean, shaded, bright pick-outs.","Matte","Easy","Standard","","references/Astra Militarum/Metals","Cadian Shock Troops (official/box-art compass)","Metal","",""
"IG_SKIN_MIX_01","Astra Militarum","Skin","Truth Pass v2","Human skin: warm base, shaded, then clean layers and a soft highlight.","Matte","Easy","Standard","","references/Astra Militarum/Skin","Cadian Shock Troops (official/box-art compass)","Skin","",""
"IG_UNIFORMCLO_MIX_01","Astra Militarum","Uniform Cloth","Truth Pass v2","Cadian fatigues: khaki cloth with warm shading and clean highlights.","Matte","Easy","Standard","","references/Astra Militarum/Uniform Cloth","Cadian Shock Troops (official/box-art compass)","Khaki","",""
"IG_WEAPONS_MIX_01","Astra Militarum","Weapons","Truth Pass v2","Lasgun casing: matte black with clean grey edges; metal bits picked out.","Matte","Easy","Standard","","references/Astra Militarum/Weapons","Cadian Shock Troops (official/box-art compass)","Black","",""
"IK_ARMOURPANE_MIX_01","Imperial Knights","Armour Panels","Truth Pass v2","Imperial Knights baseline: neutral armour panels, steel frame, gold/brass trim, red lenses.","Matte","Easy","Standard","","references/Imperial Knights/Armour Panels","","","",""
"IK_BASES_MIX_01","Imperial Knights","Bases","Truth Pass v2","Imperial Knights baseline: neutral armour panels, steel frame, gold/brass trim, red lenses.","Matte","Easy","Standard","","references/Imperial Knights/Bases","","","",""
"IK_DETAILS_MIX_01","Imperial Knights","Details","Truth Pass v2","Imperial Knights baseline: neutral armour panels, steel frame, gold/brass trim, red lenses.","Matte","Easy","Standard","","references/Imperial Knights/Details","","","",""
"IK_LENSESGLOW_MIX_01","Imperial Knights","Lenses & Glow","Truth Pass v2","Imperial Knights baseline: neutral armour panels, steel frame, gold/brass trim, red lenses.","Matte","Easy","Standard","","references/Imperial Knights/Lenses & Glow","","","",""
"IK_METALS_MIX_01","Imperial Knights","Metals","Truth Pass v2","Imperial Knights baseline: neutral armour panels, steel frame, gold/brass trim, red lenses.","Matte","Easy","Standard","","references/Imperial Knights/Metals","","","",""
"IK_TRIM_MIX_01","Imperial Knights","Trim","Truth Pass v2","Imperial Knights baseline: neutral armour panels, steel frame, gold/brass trim, red lenses.","Matte","Easy","Standard","","references/Imperial Knights/Trim","","","",""
"IK_WEAPONS_MIX_01","Imperial Knights","Weapons","Truth Pass v2","Imperial Knights baseline: neutral armour panels, steel frame, gold/brass trim, red lenses.","Matte","Easy","Standard","","references/Imperial Knights/Weapons","","","",""
"KR_BASES_MIX_01","Death Korps of Krieg","Bases","Truth Pass v2","Death Korps of Krieg — Bases: Inventory-safe recipe aligned to targets. Accuracy validation pending.","Matte","Standard","Standard","","references/Death Korps of Krieg/Bases","","","",""
"KR_BASES_TRENCH_MIX_01","Death Korps of Krieg","Bases","Box Art Target (Mixed Build)","Trench mud base + puddle option; readable rim","Matte","Easy","Standard","Krieg core scheme","references/Death Korps of Krieg/Bases","","","",""
"KR_DETAILS_MIX_01","Death Korps of Krieg","Details","Box Art Target (Mixed Build)","Canvas/straps/bedroll + bone/parchment accents","Matte","Easy","Standard","Krieg core scheme","references/Death Korps of Krieg/Details","","","",""
"KR_GASMASKLEN_MIX_01","Death Korps of Krieg","Gasmask Lenses","Truth Pass v2","Death Korps of Krieg — Gasmask Lenses: Inventory-safe recipe aligned to targets. Accuracy validation pending.","Matte","Standard","Standard","","references/Death Korps of Krieg/Gasmask Lenses","","","",""
"KR_GREATCOAT_MIX_01","Death Korps of Krieg","Greatcoat","Box Art Target (Mixed Build)","Muted grey/blue greatcoat; crisp folds; trench vibe","Matte","Standard","Standard","Krieg core scheme","references/Death Korps of Krieg/Greatcoat","","","",""
"KR_HELMET_ARMOUR_MIX_01","Death Korps of Krieg","Helmet & Armour","Box Art Target (Mixed Build)","Muted armour plates/helmet; controlled highlights","Matte/Satin","Easy","Standard","Krieg core scheme","references/Death Korps of Krieg/Helmet & Armour","","","",""
"KR_HELMETARMO_MIX_01","Death Korps of Krieg","Helmet & Armour","Truth Pass v2","Death Korps of Krieg — Helmet & Armour: Inventory-safe recipe aligned to targets. Accuracy validation pending.","Matte","Standard","Standard","","references/Death Korps of Krieg/Helmet & Armour","","","",""
"KR_LEATHER_MIX_01","Death Korps of Krieg","Leather","Box Art Target (Mixed Build)","Brown/black leather straps; tidy edges","Matte","Easy","Quick","Krieg core scheme","references/Death Korps of Krieg/Leather","","","",""
"KR_LENSES_MIX_01","Death Korps of Krieg","Gasmask Lenses","Box Art Target (Mixed Build)","Moody lenses with crisp dot highlight (subtle)","Gloss accent","Easy","Quick","Krieg core scheme","references/Death Korps of Krieg/Gasmask Lenses","","","",""
"KR_METALS_MIX_01","Death Korps of Krieg","Metals","Box Art Target (Mixed Build)","Gunmetal weapons; dark shade; bright points","Satin/Metallic","Easy","Standard","Krieg core scheme","references/Death Korps of Krieg/Metals","","","",""
"KR_UNIFORM_MIX_01","Death Korps of Krieg","Uniform Cloth","Box Art Target (Mixed Build)","Darker cloth underlayers; readable separation","Matte","Easy","Standard","Krieg core scheme","references/Death Korps of Krieg/Uniform Cloth","","","",""
"KR_UNIFORMCLO_MIX_01","Death Korps of Krieg","Uniform Cloth","Truth Pass v2","Death Korps of Krieg — Uniform Cloth: Inventory-safe recipe aligned to targets. Accuracy validation pending.","Matte","Standard","Standard","","references/Death Korps of Krieg/Uniform Cloth","","","",""
"KR_WOOD_MIX_01","Death Korps of Krieg","Wood","Box Art Target (Mixed Build)","Warm rifle wood; simple grain highlight","Matte","Easy","Quick","Krieg core scheme","references/Death Korps of Krieg/Wood","","","",""
"LOV_ARMOUR_MIX_01","Leagues of Votann","Armour","Truth Pass v2","Greater Thurian League inspired: turquoise/green-blue armour with cream livery, orange lenses, dark undersuit, steel/brass metals.","Matte","Easy","Standard","","references/Leagues of Votann/Armour","","","",""
"LOV_CLOTH_MIX_01","Leagues of Votann","Cloth","Truth Pass v2","Greater Thurian League inspired: turquoise/green-blue armour with cream livery, orange lenses, dark undersuit, steel/brass metals.","Matte","Easy","Standard","","references/Leagues of Votann/Cloth","","","",""
"LOV_LEATHER_MIX_01","Leagues of Votann","Leather","Truth Pass v2","Greater Thurian League inspired: turquoise/green-blue armour with cream livery, orange lenses, dark undersuit, steel/brass metals.","Matte","Easy","Standard","","references/Leagues of Votann/Leather","","","",""
"LOV_METALS_MIX_01","Leagues of Votann","Metals","Truth Pass v2","Greater Thurian League inspired: turquoise/green-blue armour with cream livery, orange lenses, dark undersuit, steel/brass metals.","Matte","Easy","Standard","","references/Leagues of Votann/Metals","","","",""
"NE_AGED_METALS_MIX_01","Necrons","Aged Metals (Optional)","Variant Surface (Mixed Build)","Aged necron metal: grimier shade + brown tint + bright points","Satin/Weathered","Easy","Standard","Optional variant for older/dirty tomb worlds","references/Necrons/Aged Metals (Optional)","Variant","Weathered Silver","Necrons — Classic","Necrons"
"NE_ARMOUR_MIX_01","Necrons","Armour","Box Art Target (Mixed Build)","Faction armour: box-art aligned target","Matte/Satin","Standard","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Necrons/Armour","Mixed Build","Silver","Necrons","Necrons"
"NE_BASES_MIX_01","Necrons","Bases","Box Art Target (Mixed Build)","Bases: neutral base pack for the faction","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Necrons/Bases","Mixed Build","Silver","Necrons","Necrons"
"NE_CLOTH_MIX_01","Necrons","Cloth & Robes","Box Art Target (Mixed Build)","Cloth/robes: readable contrast, clean folds","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Necrons/Cloth & Robes","Mixed Build","Silver","Necrons","Necrons"
"NE_DETAILS_MIX_01","Necrons","Details","Box Art Target (Mixed Build)","Details: parchment/seals/bone/readability","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Necrons/Details","Mixed Build","Silver","Necrons","Necrons"
"NE_GLOW_MIX_01","Necrons","Energy Glow","Identity Surface (Mixed Build)","Necron glow: bright core, darker edge, optional OSL fade","Gloss/Glow","Easy","Quick","Identity surface (required)","references/Necrons/Energy Glow","Box Art Target","Green","Necrons — Classic","Necrons"
"NE_LEATHER_MIX_01","Necrons","Leather","Box Art Target (Mixed Build)","Leather: tidy edges, controlled shade","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Necrons/Leather","Mixed Build","Silver","Necrons","Necrons"
"NE_LENSES_MIX_01","Necrons","Lenses & Gems","Box Art Target (Mixed Build)","Lenses/gems: high contrast, dot highlight","Gloss accent","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Necrons/Lenses & Gems","Mixed Build","Silver","Necrons","Necrons"
"NE_METALS_MIX_01","Necrons","Metals","Box Art Target (Mixed Build)","Metals/trim: clean shading + bright points","Satin/Metallic","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Necrons/Metals","Mixed Build","Silver","Necrons","Necrons"
"NE_WEAPONS_MIX_01","Necrons","Weapons","Box Art Target (Mixed Build)","Weapons/casings: clean, subtle edge highlights","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Necrons/Weapons","Mixed Build","Silver","Necrons","Necrons"
"ORK_ARMOUR_MIX_01","Orks","Armour","Box Art Target (Mixed Build)","Faction armour: box-art aligned target","Matte/Satin","Standard","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Orks/Armour","Mixed Build","Green","Orks","Orks"
"ORK_ARMOURCLOT_MIX_01","Orks","Armour & Cloth","Truth Pass v2","Classic Orks: green skin, dark armour/plates with high contrast markings/checks, worn steel, red spot accents.","Matte","Easy","Standard","","references/Orks/Armour & Cloth","","","",""
"ORK_BASES_MIX_01","Orks","Bases","Box Art Target (Mixed Build)","Bases: neutral base pack for the faction","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Orks/Bases","Mixed Build","Green","Orks","Orks"
"ORK_CHECKS_MIX_01","Orks","Checks & Markings","Identity Surface (Mixed Build)","Ork checks: bold black/white patterning, tidy edges","Matte","Easy","Quick","Goffs-style identity detail","references/Orks/Checks & Markings","Detail","Black/White","Orks — Classic","Orks"
"ORK_CHECKSMARK_MIX_01","Orks","Checks & Markings","Truth Pass v2","Classic Orks: green skin, dark armour/plates with high contrast markings/checks, worn steel, red spot accents.","Matte","Easy","Standard","","references/Orks/Checks & Markings","","","",""
"ORK_CLOTH_MIX_01","Orks","Cloth & Robes","Box Art Target (Mixed Build)","Cloth/robes: readable contrast, clean folds","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Orks/Cloth & Robes","Mixed Build","Green","Orks","Orks"
"ORK_DETAILS_MIX_01","Orks","Details","Box Art Target (Mixed Build)","Details: parchment/seals/bone/readability","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Orks/Details","Mixed Build","Green","Orks","Orks"
"ORK_LEATHER_MIX_01","Orks","Leather","Box Art Target (Mixed Build)","Leather: tidy edges, controlled shade","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Orks/Leather","Mixed Build","Green","Orks","Orks"
"ORK_LENSES_MIX_01","Orks","Lenses & Gems","Box Art Target (Mixed Build)","Lenses/gems: high contrast, dot highlight","Gloss accent","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Orks/Lenses & Gems","Mixed Build","Green","Orks","Orks"
"ORK_METALS_MIX_01","Orks","Metals","Box Art Target (Mixed Build)","Metals/trim: clean shading + bright points","Satin/Metallic","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Orks/Metals","Mixed Build","Green","Orks","Orks"
"ORK_RUST_METALS_MIX_01","Orks","Rust & Grime Metals","Identity Surface (Mixed Build)","Ork metals: dark steel + grime wash + rust stipple highlights","Satin/Grimy","Easy","Standard","Ramshackle identity surface","references/Orks/Rust & Grime Metals","Box Art Target","Rust","Orks — Classic","Orks"
"ORK_SKIN_MIX_01","Orks","Skin","Box Art Target (Mixed Build)","Ork skin: deep green shadows, vibrant midtone, sharp knuckle highlights","Matte","Easy","Standard","Target ref: Waaagh Flesh > Biel-Tan > Warboss > Skarsnik (see targets.md)","references/Orks/Skin","","","",""
"ORK_WEAPONS_MIX_01","Orks","Weapons","Box Art Target (Mixed Build)","Weapons/casings: clean, subtle edge highlights","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Orks/Weapons","Mixed Build","Green","Orks","Orks"
"SM_ARMOUR_MIX_01","Space Marines","Armour","Truth Pass v2","Generic Space Marines (codex-blue): blue armour, black weapons, red lenses, steel metals. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Marines/Armour","","","",""
"SM_BASES_MIX_01","Space Marines","Bases","Truth Pass v2","Generic Space Marines (codex-blue): blue armour, black weapons, red lenses, steel metals. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Marines/Bases","","","",""
"SM_CLOTHROBES_MIX_01","Space Marines","Cloth & Robes","Truth Pass v2","Generic Space Marines (codex-blue): blue armour, black weapons, red lenses, steel metals. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Marines/Cloth & Robes","","","",""
"SM_DETAILS_MIX_01","Space Marines","Details","Truth Pass v2","Generic Space Marines (codex-blue): blue armour, black weapons, red lenses, steel metals. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Marines/Details","","","",""
"SM_DW_ARMOUR_MIX_01","Deathwatch","Armour","Truth Pass v2","Deathwatch — Armour: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Deathwatch/Armour","","","",""
"SM_DW_BASES_MIX_01","Deathwatch","Bases","Truth Pass v2","Deathwatch — Bases: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Deathwatch/Bases","","","",""
"SM_DW_CLOTHROBES_MIX_01","Deathwatch","Cloth & Robes","Truth Pass v2","Deathwatch — Cloth & Robes: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Deathwatch/Cloth & Robes","","","",""
"SM_DW_DETAILS_MIX_01","Deathwatch","Details","Truth Pass v2","Deathwatch — Details: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Deathwatch/Details","","","",""
"SM_DW_LEATHER_MIX_01","Deathwatch","Leather","Truth Pass v2","Deathwatch — Leather: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Deathwatch/Leather","","","",""
"SM_DW_LENSESGEMS_MIX_01","Deathwatch","Lenses & Gems","Truth Pass v2","Deathwatch — Lenses & Gems: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Deathwatch/Lenses & Gems","","","",""
"SM_DW_METALS_MIX_01","Deathwatch","Metals","Truth Pass v2","Deathwatch — Metals: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Deathwatch/Metals","","","",""
"SM_DW_WEAPONS_MIX_01","Deathwatch","Weapons","Truth Pass v2","Deathwatch — Weapons: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Deathwatch/Weapons","","","",""
"SM_IF_ARMOUR_MIX_01","Imperial Fists","Armour","Truth Pass v2","Classic Imperial Fists: bright yellow armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Imperial Fists/Armour","","","",""
"SM_IF_BASES_MIX_01","Imperial Fists","Bases","Truth Pass v2","Classic Imperial Fists: bright yellow armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Imperial Fists/Bases","","","",""
"SM_IF_CLOTHROBES_MIX_01","Imperial Fists","Cloth & Robes","Truth Pass v2","Classic Imperial Fists: bright yellow armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Imperial Fists/Cloth & Robes","","","",""
"SM_IF_DETAILS_MIX_01","Imperial Fists","Details","Truth Pass v2","Classic Imperial Fists: bright yellow armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Imperial Fists/Details","","","",""
"SM_IF_LEATHER_MIX_01","Imperial Fists","Leather","Truth Pass v2","Classic Imperial Fists: bright yellow armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Imperial Fists/Leather","","","",""
"SM_IF_LENSESGEMS_MIX_01","Imperial Fists","Lenses & Gems","Truth Pass v2","Classic Imperial Fists: bright yellow armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Imperial Fists/Lenses & Gems","","","",""
"SM_IF_METALS_MIX_01","Imperial Fists","Metals","Truth Pass v2","Classic Imperial Fists: bright yellow armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Imperial Fists/Metals","","","",""
"SM_IF_WEAPONS_MIX_01","Imperial Fists","Weapons","Truth Pass v2","Classic Imperial Fists: bright yellow armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Imperial Fists/Weapons","","","",""
"SM_IH_ARMOUR_MIX_01","Iron Hands","Armour","Truth Pass v2","Classic Iron Hands: black armour, steel bionics, red lenses; clean, industrial finish.","Matte","Easy","Standard","","references/Iron Hands/Armour","","","",""
"SM_IH_BASES_MIX_01","Iron Hands","Bases","Truth Pass v2","Classic Iron Hands: black armour, steel bionics, red lenses; clean, industrial finish.","Matte","Easy","Standard","","references/Iron Hands/Bases","","","",""
"SM_IH_CLOTHROBES_MIX_01","Iron Hands","Cloth & Robes","Truth Pass v2","Classic Iron Hands: black armour, steel bionics, red lenses; clean, industrial finish.","Matte","Easy","Standard","","references/Iron Hands/Cloth & Robes","","","",""
"SM_IH_DETAILS_MIX_01","Iron Hands","Details","Truth Pass v2","Classic Iron Hands: black armour, steel bionics, red lenses; clean, industrial finish.","Matte","Easy","Standard","","references/Iron Hands/Details","","","",""
"SM_IH_LEATHER_MIX_01","Iron Hands","Leather","Truth Pass v2","Classic Iron Hands: black armour, steel bionics, red lenses; clean, industrial finish.","Matte","Easy","Standard","","references/Iron Hands/Leather","","","",""
"SM_IH_LENSESGEMS_MIX_01","Iron Hands","Lenses & Gems","Truth Pass v2","Classic Iron Hands: black armour, steel bionics, red lenses; clean, industrial finish.","Matte","Easy","Standard","","references/Iron Hands/Lenses & Gems","","","",""
"SM_IH_METALS_MIX_01","Iron Hands","Metals","Truth Pass v2","Classic Iron Hands: black armour, steel bionics, red lenses; clean, industrial finish.","Matte","Easy","Standard","","references/Iron Hands/Metals","","","",""
"SM_IH_WEAPONS_MIX_01","Iron Hands","Weapons","Truth Pass v2","Classic Iron Hands: black armour, steel bionics, red lenses; clean, industrial finish.","Matte","Easy","Standard","","references/Iron Hands/Weapons","","","",""
"SM_LEATHER_MIX_01","Space Marines","Leather","Truth Pass v2","Generic Space Marines (codex-blue): blue armour, black weapons, red lenses, steel metals. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Marines/Leather","","","",""
"SM_LENSESGEMS_MIX_01","Space Marines","Lenses & Gems","Truth Pass v2","Generic Space Marines (codex-blue): blue armour, black weapons, red lenses, steel metals. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Marines/Lenses & Gems","","","",""
"SM_METALS_MIX_01","Space Marines","Metals","Truth Pass v2","Generic Space Marines (codex-blue): blue armour, black weapons, red lenses, steel metals. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Marines/Metals","","","",""
"SM_RG_ARMOUR_MIX_01","Raven Guard","Armour","Truth Pass v2","Classic Raven Guard: black armour, cool grey edge highlights, white details, red lenses, steel metals.","Matte","Easy","Standard","","references/Raven Guard/Armour","","","",""
"SM_RG_BASES_MIX_01","Raven Guard","Bases","Truth Pass v2","Classic Raven Guard: black armour, cool grey edge highlights, white details, red lenses, steel metals.","Matte","Easy","Standard","","references/Raven Guard/Bases","","","",""
"SM_RG_CLOTHROBES_MIX_01","Raven Guard","Cloth & Robes","Truth Pass v2","Classic Raven Guard: black armour, cool grey edge highlights, white details, red lenses, steel metals.","Matte","Easy","Standard","","references/Raven Guard/Cloth & Robes","","","",""
"SM_RG_DETAILS_MIX_01","Raven Guard","Details","Truth Pass v2","Classic Raven Guard: black armour, cool grey edge highlights, white details, red lenses, steel metals.","Matte","Easy","Standard","","references/Raven Guard/Details","","","",""
"SM_RG_LEATHER_MIX_01","Raven Guard","Leather","Truth Pass v2","Classic Raven Guard: black armour, cool grey edge highlights, white details, red lenses, steel metals.","Matte","Easy","Standard","","references/Raven Guard/Leather","","","",""
"SM_RG_LENSESGEMS_MIX_01","Raven Guard","Lenses & Gems","Truth Pass v2","Classic Raven Guard: black armour, cool grey edge highlights, white details, red lenses, steel metals.","Matte","Easy","Standard","","references/Raven Guard/Lenses & Gems","","","",""
"SM_RG_METALS_MIX_01","Raven Guard","Metals","Truth Pass v2","Classic Raven Guard: black armour, cool grey edge highlights, white details, red lenses, steel metals.","Matte","Easy","Standard","","references/Raven Guard/Metals","","","",""
"SM_RG_WEAPONS_MIX_01","Raven Guard","Weapons","Truth Pass v2","Classic Raven Guard: black armour, cool grey edge highlights, white details, red lenses, steel metals.","Matte","Easy","Standard","","references/Raven Guard/Weapons","","","",""
"SM_SAL_ARMOUR_MIX_01","Salamanders","Armour","Truth Pass v2","Classic Salamanders: rich green armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Salamanders/Armour","","","",""
"SM_SAL_BASES_MIX_01","Salamanders","Bases","Truth Pass v2","Classic Salamanders: rich green armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Salamanders/Bases","","","",""
"SM_SAL_CLOTHROBES_MIX_01","Salamanders","Cloth & Robes","Truth Pass v2","Classic Salamanders: rich green armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Salamanders/Cloth & Robes","","","",""
"SM_SAL_DETAILS_MIX_01","Salamanders","Details","Truth Pass v2","Classic Salamanders: rich green armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Salamanders/Details","","","",""
"SM_SAL_LEATHER_MIX_01","Salamanders","Leather","Truth Pass v2","Classic Salamanders: rich green armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Salamanders/Leather","","","",""
"SM_SAL_LENSESGEMS_MIX_01","Salamanders","Lenses & Gems","Truth Pass v2","Classic Salamanders: rich green armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Salamanders/Lenses & Gems","","","",""
"SM_SAL_METALS_MIX_01","Salamanders","Metals","Truth Pass v2","Classic Salamanders: rich green armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Salamanders/Metals","","","",""
"SM_SAL_WEAPONS_MIX_01","Salamanders","Weapons","Truth Pass v2","Classic Salamanders: rich green armour, black details/casings, red lenses, silver metals.","Matte","Easy","Standard","","references/Salamanders/Weapons","","","",""
"SM_UM_ARMOUR_MIX_01","Ultramarines","Armour","Truth Pass v2","Ultramarines (Truth Pass v2): classic blue armour with gold trim, red lenses, black weapons, steel metals. Anchors in targets.md.","Matte","Easy","Standard","","references/Ultramarines/Armour","","","",""
"SM_UM_BASES_MIX_01","Ultramarines","Bases","Truth Pass v2","Ultramarines (Truth Pass v2): classic blue armour with gold trim, red lenses, black weapons, steel metals. Anchors in targets.md.","Matte","Easy","Standard","","references/Ultramarines/Bases","","","",""
"SM_UM_CLOTHROBES_MIX_01","Ultramarines","Cloth & Robes","Truth Pass v2","Ultramarines (Truth Pass v2): classic blue armour with gold trim, red lenses, black weapons, steel metals. Anchors in targets.md.","Matte","Easy","Standard","","references/Ultramarines/Cloth & Robes","","","",""
"SM_UM_DETAILS_MIX_01","Ultramarines","Details","Truth Pass v2","Ultramarines (Truth Pass v2): classic blue armour with gold trim, red lenses, black weapons, steel metals. Anchors in targets.md.","Matte","Easy","Standard","","references/Ultramarines/Details","","","",""
"SM_UM_LEATHER_MIX_01","Ultramarines","Leather","Truth Pass v2","Ultramarines (Truth Pass v2): classic blue armour with gold trim, red lenses, black weapons, steel metals. Anchors in targets.md.","Matte","Easy","Standard","","references/Ultramarines/Leather","","","",""
"SM_UM_LENSESGEMS_MIX_01","Ultramarines","Lenses & Gems","Truth Pass v2","Ultramarines (Truth Pass v2): classic blue armour with gold trim, red lenses, black weapons, steel metals. Anchors in targets.md.","Matte","Easy","Standard","","references/Ultramarines/Lenses & Gems","","","",""
"SM_UM_METALS_MIX_01","Ultramarines","Metals","Truth Pass v2","Ultramarines (Truth Pass v2): classic blue armour with gold trim, red lenses, black weapons, steel metals. Anchors in targets.md.","Matte","Easy","Standard","","references/Ultramarines/Metals","","","",""
"SM_UM_WEAPONS_MIX_01","Ultramarines","Weapons","Truth Pass v2","Ultramarines (Truth Pass v2): classic blue armour with gold trim, red lenses, black weapons, steel metals. Anchors in targets.md.","Matte","Easy","Standard","","references/Ultramarines/Weapons","","","",""
"SM_WEAPONS_MIX_01","Space Marines","Weapons","Truth Pass v2","Generic Space Marines (codex-blue): blue armour, black weapons, red lenses, steel metals. Anchored in targets.md.","Matte","Easy","Standard","","references/Space Marines/Weapons","","","",""
"SM_WS_ARMOUR_MIX_01","White Scars","Armour","Truth Pass v2","White Scars (Truth Pass v2): clean white armour, red markings, dark weapons, neutral metals. Anchors in targets.md.","Matte","Easy","Standard","","references/White Scars/Armour","","","",""
"SM_WS_BASES_MIX_01","White Scars","Bases","Truth Pass v2","White Scars (Truth Pass v2): clean white armour, red markings, dark weapons, neutral metals. Anchors in targets.md.","Matte","Easy","Standard","","references/White Scars/Bases","","","",""
"SM_WS_CLOTHROBES_MIX_01","White Scars","Cloth & Robes","Truth Pass v2","White Scars (Truth Pass v2): clean white armour, red markings, dark weapons, neutral metals. Anchors in targets.md.","Matte","Easy","Standard","","references/White Scars/Cloth & Robes","","","",""
"SM_WS_DETAILS_MIX_01","White Scars","Details","Truth Pass v2","White Scars (Truth Pass v2): clean white armour, red markings, dark weapons, neutral metals. Anchors in targets.md.","Matte","Easy","Standard","","references/White Scars/Details","","","",""
"SM_WS_LEATHER_MIX_01","White Scars","Leather","Truth Pass v2","White Scars (Truth Pass v2): clean white armour, red markings, dark weapons, neutral metals. Anchors in targets.md.","Matte","Easy","Standard","","references/White Scars/Leather","","","",""
"SM_WS_LENSESGEMS_MIX_01","White Scars","Lenses & Gems","Truth Pass v2","White Scars (Truth Pass v2): clean white armour, red markings, dark weapons, neutral metals. Anchors in targets.md.","Matte","Easy","Standard","","references/White Scars/Lenses & Gems","","","",""
"SM_WS_METALS_MIX_01","White Scars","Metals","Truth Pass v2","White Scars (Truth Pass v2): clean white armour, red markings, dark weapons, neutral metals. Anchors in targets.md.","Matte","Easy","Standard","","references/White Scars/Metals","","","",""
"SM_WS_WEAPONS_MIX_01","White Scars","Weapons","Truth Pass v2","White Scars (Truth Pass v2): clean white armour, red markings, dark weapons, neutral metals. Anchors in targets.md.","Matte","Easy","Standard","","references/White Scars/Weapons","","","",""
"SW_ARMOUR_BOX_01","Space Wolves","Armour","Box Art Target","Cool blue-grey armour; crisp edges; dark recesses","Matte","Standard","Standard","","references/Space Wolves/Armour","Box Art Target","Blue-Grey","Space Wolves","Space Wolves"
