"recipe_id","step_no","stage","action","paint","brand","mix","method_notes","confidence","source_tier","source_link"
"EC_TRIM_MIX_01","4","Highlight","Highlight","Liberator Gold","Citadel","Fine: Pro Acryl White Gold on sharpest points","Highlight edges; tiny White Gold points only.","Medium","B",""
"EC_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer is the base","High","C",""
"EC_WEAPONS_MIX_01","2","Base","Basecoat","Transparent Black","Pro Acryl","","Reinforce clean black","High","C",""
"EC_WEAPONS_MIX_01","3","Highlight","Edge highlight","Grey-Blue","AK Interactive","","Thin edge lines","High","C",""
"EC_WEAPONS_MIX_01","4","Edge","Final points","Stone Grey","Vallejo","","Tiny points only","Low","C",""
"GK_ARMOUR_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Depth under metallic","High","B",""
"GK_ARMOUR_MIX_01","10","Highlight","Highlight","Silver Grey","AK Interactive","","Build highlights on upper volumes","High","C",""
"GK_ARMOUR_MIX_01","11","Edge","Edge highlight","Bold Titanium White","Pro Acryl","","Thin edge lines; corners get tiny points","Medium","C",""
"GK_ARMOUR_MIX_01","12","Optional","Glaze","Black Knight","AK Interactive","","Optional glaze to unify tone","Medium","C",""
"GK_ARMOUR_MIX_01","2","Prime","Prime","Rubber Black","AK Interactive","","Black primer deepens recesses","High","C",""
"GK_ARMOUR_MIX_01","3","Prime","Zenithal","White","AK Interactive","","Optional: dust from above to guide highlights","Medium","C",""
"GK_ARMOUR_MIX_01","4","Base","Basecoat","Silver Grey","AK Interactive","","Smooth armour coat","High","B",""
"GK_ARMOUR_MIX_01","5","Base","Basecoat","Silver Grey","AK Interactive","","Smooth thin coats; keep texture minimal","High","C",""
"GK_ARMOUR_MIX_01","6","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Controlled shade","High","B",""
"GK_ARMOUR_MIX_01","7","Shade","Recess shade","Oblivion Black Wash","Two Thin Coats","","Pin-wash recesses; keep flats clean","High","C",""
"GK_ARMOUR_MIX_01","8","Highlight","Highlight","Silver Grey","AK Interactive","","Edges + points","High","B",""
"GK_ARMOUR_MIX_01","9","Layer","Layer","Silver Grey","AK Interactive","","Re-establish midtone on panels","High","C",""
"GK_BASES_MIX_01","1","Base","Texture","Texture Paste (any)","Generic","","Apply texture; let dry fully","High","C",""
"GK_BASES_MIX_01","2","Base","Basecoat","Grey-Blue","AK Interactive","","Base ground","High","C",""
"GK_BASES_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Shade recesses","High","C",""
"GK_BASES_MIX_01","4","Highlight","Drybrush","Bright Pale Yellow","Pro Acryl","","Drybrush raised texture","High","C",""
"GK_BASES_MIX_01","5","Finish","Rim","Transparent Black","Pro Acryl","","Clean rim finish","High","C",""
"GK_CLOTH_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Any primer is fine","High","C",""
"GK_CLOTH_MIX_01","2","Base","Basecoat","Skeleton Bone","Vallejo","","Base cloth; thin coats","High","C",""
"GK_CLOTH_MIX_01","3","Shade","Shade","Archaic Sepia Wash","Two Thin Coats","","Shade folds; keep it clean","High","C",""
"GK_CLOTH_MIX_01","4","Highlight","Highlight","Skeleton Bone","Vallejo","","Re-layer raised folds","High","C",""
"GK_CLOTH_MIX_01","5","Edge","Edge highlight","Bold Titanium White","Pro Acryl","","Final fold edges","Medium","C",""
"GK_DETAILS_MIX_01","1","Base","Basecoat","Skeleton Bone","Vallejo","","Parchment/bone base","High","C",""
"GK_DETAILS_MIX_01","2","Shade","Shade","Archaic Sepia Wash","Two Thin Coats","","Warm tint; wick excess","High","C",""
"GK_DETAILS_MIX_01","3","Highlight","Edge highlight","Bold Titanium White","Pro Acryl","","Final sharp edges","Medium","C",""
"GK_DETAILS_MIX_01","4","Base","Basecoat","Matt Red","AK Interactive","","Wax seals base (if present)","Medium","C",""
"GK_DETAILS_MIX_01","5","Highlight","Highlight","Sanguine Scarlet","Two Thin Coats","","Seal highlight","Low","C",""
"GK_FORCE_GLOW_MIX_01","1","Base","Basecoat","Bold Titanium White","Pro Acryl","","Start white for glow","High","B",""
"GK_FORCE_GLOW_MIX_01","2","Shade","Glaze","Dark Prussian Blue","AK Interactive","","Glaze toward the dark end","High","B",""
"GK_FORCE_GLOW_MIX_01","3","Layer","Layer","White Blue","Pro Acryl","","Mid transition","High","B",""
"GK_FORCE_GLOW_MIX_01","4","Highlight","Highlight","Sky Blue","AK Interactive","","Bright zones","High","B",""
"GK_FORCE_GLOW_MIX_01","5","Edge","Dot highlight","Bold Titanium White","Pro Acryl","","White-hot points","High","B",""
"GK_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Any primer is fine","High","C",""
"GK_LEATHER_MIX_01","2","Base","Basecoat","Dark Green Brown","Pro Acryl","","Leather base","High","C",""
"GK_LEATHER_MIX_01","3","Shade","Shade","Battle Mud Wash","Two Thin Coats","","Controlled shade","High","C",""
"GK_LEATHER_MIX_01","4","Highlight","Edge highlight","Skeleton Bone","Vallejo","","Edges/corners","Medium","C",""
"GK_LENSES_MIX_01","1","Base","Basecoat","Matt Red","AK Interactive","","Keep within lens shape","High","C",""
"GK_LENSES_MIX_01","2","Layer","Layer","Sanguine Scarlet","Two Thin Coats","","Lower/front area","High","C",""
"GK_LENSES_MIX_01","3","Edge","Dot highlight","Bold Titanium White","Pro Acryl","","Tiny dot","High","C",""
"GK_LENSES_MIX_01","4","Optional","Finish","Polyurethane Gloss Varnish","Vallejo","","Optional gloss pop","Low","C",""
"GK_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for maximum lens/glow contrast.","High","B",""
"GK_LENSESGLOW_MIX_01","2","Base","Basecoat","Khorne Red","Citadel","Lenses","Basecoat lenses Khorne Red. Keep edges clean.","High","B",""
"GK_LENSESGLOW_MIX_01","3","Glow Base","Basecoat","Thousand Sons Blue","Citadel","Glow","Basecoat glow runes/OSL source Thousand Sons Blue (thin).","Medium","B",""
"GK_LENSESGLOW_MIX_01","4","Finish","Highlight","Evil Sunz Scarlet","Citadel","Lenses + Glow","Lenses: highlight Evil Sunz Scarlet + tiny hotspot dot Pink Horror (then Bold Titanium White if you want a micro-dot). Glow: layer Temple Guard Blue then Blue Horror hotspot; optional Soulstone Blue glaze to unify.","Medium","B",""
"GK_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black helps metallic coverage","High","C",""
"GK_METALS_MIX_01","2","Base","Basecoat","Rich Gold","Pro Acryl","","Smooth metallic base","High","C",""
"GK_METALS_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Controlled shade; wick excess from flats","High","C",""
"GK_METALS_MIX_01","4","Highlight","Highlight","Silver Grey","AK Interactive","","Edges + bright points","High","C",""
"GK_SEALS_MIX_01","1","Parchment","Basecoat","Skeleton Bone","Vallejo","","Parchment base","High","B",""
"GK_SEALS_MIX_01","2","Parchment","Shade","Archaic Sepia Wash","Two Thin Coats","","Tint + depth","High","B",""
"GK_SEALS_MIX_01","3","Parchment","Highlight","Bold Titanium White","Pro Acryl","","Raised edges","High","B",""
"GK_SEALS_MIX_01","4","Wax","Basecoat","Matt Red","AK Interactive","","Wax base","High","B",""
"GK_SEALS_MIX_01","5","Wax","Highlight","Sanguine Scarlet","Two Thin Coats","","Wax highlight","High","B",""
"GK_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer is the base","High","C",""
"GK_WEAPONS_MIX_01","2","Base","Basecoat","Transparent Black","Pro Acryl","","Reinforce clean black","High","C",""
"GK_WEAPONS_MIX_01","3","Highlight","Edge highlight","Grey-Blue","AK Interactive","","Thin edge lines","High","C",""
"GK_WEAPONS_MIX_01","4","Edge","Final points","Stone Grey","Vallejo","","Tiny points only","Low","C",""
"GSC_ARMOURPLAT_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong contrast and clean edges.","High","B",""
"GSC_ARMOURPLAT_MIX_01","2","Base","Basecoat","Mechanicus Standard Grey","Citadel","","Basecoat armour plates; keep smooth.","High","B",""
"GSC_ARMOURPLAT_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","Controlled wash","Shade recesses; avoid pooling on flats.","Medium","B",""
"GSC_ARMOURPLAT_MIX_01","4","Highlight","Highlight","Administratum Grey","Citadel","Fine: Dawnstone mid-highlight if needed","Edge highlight; keep it sharp and light.","Medium","B",""
"GSC_BASES_MIX_01","1","Texture","Texture","Texture Paste (any)","Generic","","Apply texture; let fully dry.","High","B",""
"GSC_BASES_MIX_01","2","Base","Basecoat","Mechanicus Standard Grey","Citadel","","Basecoat ground; keep rim tidy.","High","B",""
"GSC_BASES_MIX_01","3","Shade","Shade","Agrax Earthshade","Citadel","","Wash into texture; avoid rim pooling.","Medium","B",""
"GSC_BASES_MIX_01","4","Drybrush","Drybrush","Administratum Grey","Citadel","","Drybrush highlights; optional dust pigment.","Medium","B",""
"GSC_DETAILS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for crisp small details.","High","B",""
"GSC_DETAILS_MIX_01","2","Base","Basecoat","Runelord Brass","Citadel","","Basecoat cult icons / small metal details.","High","B",""
"GSC_DETAILS_MIX_01","3","Shade","Shade","Agrax Earthshade","Citadel","","Shade to add grime and depth.","Medium","B",""
"GSC_DETAILS_MIX_01","4","Highlight","Highlight","Liberator Gold","Citadel","Fine: Stormhost Silver on sharpest points","Highlight edges; tiny bright points only.","Medium","B",""
"GSC_GLOWLENSES_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for bright lens contrast.","High","B",""
"GSC_GLOWLENSES_MIX_01","2","Base","Basecoat","Macragge Blue","Citadel","","Basecoat lenses/glow core.","High","B",""
"GSC_GLOWLENSES_MIX_01","3","Glaze","Glaze","Soulstone Blue","Citadel","","Glaze for saturated lens effect; keep it tidy.","Medium","B",""
"GSC_GLOWLENSES_MIX_01","4","Highlight","Highlight","Temple Guard Blue","Citadel","Hotspot: Blue Horror","Brighten center; tiny hotspot dot.","Medium","B",""
"GSC_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime straps/pouches.","High","B",""
"GSC_LEATHER_MIX_01","2","Base","Basecoat","Rhinox Hide","Citadel","","Basecoat leather.","High","B",""
"GSC_LEATHER_MIX_01","3","Shade","Shade","Agrax Earthshade","Citadel","","Shade seams and undersides.","Medium","B",""
"GSC_LEATHER_MIX_01","4","Highlight","Highlight","Mournfang Brown","Citadel","Fine: Skrag Brown on worn edges","Highlight wear points sparingly.","Medium","B",""
"GSC_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for bright lens contrast.","High","B",""
"GSC_LENSESGLOW_MIX_01","2","Base","Basecoat","Macragge Blue","Citadel","","Basecoat lenses/glow core.","High","B",""
"GSC_LENSESGLOW_MIX_01","3","Glaze","Glaze","Soulstone Blue","Citadel","","Glaze for saturated lens effect; keep it tidy.","Medium","B",""
"GSC_LENSESGLOW_MIX_01","4","Highlight","Highlight","Temple Guard Blue","Citadel","Hotspot: Blue Horror","Brighten center; tiny hotspot dot.","Medium","B",""
"GSC_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for crisp metallic edges.","High","B",""
"GSC_METALS_MIX_01","2","Base","Basecoat","Iron Hands Steel","Citadel","","Basecoat steel areas.","High","B",""
"GSC_METALS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Shade recesses; wipe excess from raised areas.","Medium","B",""
"GSC_METALS_MIX_01","4","Highlight","Highlight","Runefang Steel","Citadel","","Pick out edges and points.","Medium","B",""
"GSC_SKIN_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime; we’ll build pale skin up from it.","High","B",""
"GSC_SKIN_MIX_01","2","Base","Basecoat","Rakarth Flesh","Citadel","","Basecoat skin; keep thin coats.","High","B",""
"GSC_SKIN_MIX_01","3","Shade","Shade","Purple Swarm","Army Painter","Thin 1:1 with wash medium","Thin purple shade into recesses for alien tone.","Medium","B",""
"GSC_SKIN_MIX_01","4","Highlight","Highlight","Pallid Wych Flesh","Citadel","Spot: Vallejo Blue Grey Pale for sharpest points","Highlight raised areas; tiny spot highlights.","Medium","B",""
"GSC_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for clean separation.","High","B",""
"GSC_WEAPONS_MIX_01","2","Casing","Basecoat","Abaddon Black","Citadel","","Basecoat weapon casings and grips.","High","B",""
"GSC_WEAPONS_MIX_01","3","Metal","Base+Shade","Iron Hands Steel","Citadel","Shade metal: Nuln Oil","Pick out metal parts; shade them with Nuln Oil.","Medium","B",""
"GSC_WEAPONS_MIX_01","4","Highlight","Edge Highlight","Dark Reaper","Citadel","Also pick metal edges with Runefang Steel","Edge highlight casings; add small metal edge pops.","Medium","B",""
"GSC_WORKWEARCL_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for deep fold shadows.","High","B",""
"GSC_WORKWEARCL_MIX_01","2","Base","Basecoat","Genestealer Purple","Citadel","","Basecoat cloth/workwear panels.","High","B",""
"GSC_WORKWEARCL_MIX_01","3","Shade","Shade","Purple Swarm","Army Painter","Glaze into folds","Glaze into folds; keep raised areas readable.","Medium","B",""
"GSC_WORKWEARCL_MIX_01","4","Highlight","Highlight","Kakophoni Purple","Citadel","Fine: Pink Horror on extreme edges","Highlight raised folds; tiny bright accents only.","Medium","B",""
"IA_ARMOUR_MIX_01","1","","","Abaddon Black","Citadel","","Armour: solid black base.","","",""
"IA_ARMOUR_MIX_01","2","","","Eshin Grey","Citadel","","Armour: first edge highlight.","","",""
"IA_ARMOUR_MIX_01","3","","","Administratum Grey","Citadel","","Armour: sharpest corners / rivet dots.","","",""
"IA_ARMOUR_MIX_01","4","","","Nuln Oil","Citadel","","Optional: pin-shade panel lines if needed.","","",""
"IA_BASES_MIX_01","1","","","Texture Paste (any)","Generic","","Base texture (allowed Generic).","","",""
"IA_BASES_MIX_01","2","","","Mechanicus Standard Grey","Citadel","","Bases: mid grey.","","",""
"IA_BASES_MIX_01","3","","","Nuln Oil","Citadel","","Bases: dark wash into cracks.","","",""
"IA_BASES_MIX_01","4","","","Dawnstone","Citadel","","Bases: light drybrush.","","",""
"IA_CLOTHROBES_MIX_01","1","","","Khorne Red","Citadel","","Cloth: rich red base.","","",""
"IA_CLOTHROBES_MIX_01","2","","","Carroburg Crimson","Citadel","","Cloth: shade recesses.","","",""
"IA_CLOTHROBES_MIX_01","3","","","Khorne Red","Citadel","","Cloth: re-layer midtone.","","",""
"IA_CLOTHROBES_MIX_01","4","","","Evil Sunz Scarlet","Citadel","","Cloth: edge/fold highlights.","","",""
"IA_DETAILS_MIX_01","1","","","Rakarth Flesh","Citadel","","Details: parchment/cloth bits base.","","",""
"IA_DETAILS_MIX_01","2","","","Seraphim Sepia","Citadel","","Details: sepia shade.","","",""
"IA_DETAILS_MIX_01","3","","","Rakarth Flesh","Citadel","","Details: restore midtone.","","",""
"IA_DETAILS_MIX_01","4","","","Administratum Grey","Citadel","","Details: final edge highlight.","","",""
"IA_LEATHER_MIX_01","1","","","Rhinox Hide","Citadel","","Leather: dark brown base.","","",""
"IA_LEATHER_MIX_01","2","","","Agrax Earthshade","Citadel","","Leather: deepen creases.","","",""
"IA_LEATHER_MIX_01","3","","","Rhinox Hide","Citadel","","Leather: restore midtone.","","",""
"IA_LEATHER_MIX_01","4","","","Rakarth Flesh","Citadel","","Leather: small edge highlights.","","",""
"IA_LENSESGEMS_MIX_01","1","","","Khorne Red","Citadel","","Lenses: deep red base.","","",""
"IA_LENSESGEMS_MIX_01","2","","","Evil Sunz Scarlet","Citadel","","Lenses: bright lower edge / gradient.","","",""
"IA_LENSESGEMS_MIX_01","3","","","Administratum Grey","Citadel","","Lenses: tiny white dot.","","",""
"IA_LENSESGEMS_MIX_01","4","","","Carroburg Crimson","Citadel","","Optional: glaze to smooth transitions.","","",""
"IA_LENSESGLOW_MIX_01","1","","","Khorne Red","Citadel","","Lenses: deep red base.","","",""
"IA_LENSESGLOW_MIX_01","2","","","Evil Sunz Scarlet","Citadel","","Lenses: bright lower edge / gradient.","","",""
"IA_LENSESGLOW_MIX_01","3","","","Administratum Grey","Citadel","","Lenses: tiny white dot.","","",""
"IA_LENSESGLOW_MIX_01","4","","","Carroburg Crimson","Citadel","","Optional: glaze to smooth transitions.","","",""
"IA_METALS_MIX_01","1","","","Iron Hands Steel","Citadel","","Metals: steel base.","","",""
"IA_METALS_MIX_01","2","","","Nuln Oil","Citadel","","Metals: wash into recesses.","","",""
"IA_METALS_MIX_01","3","","","Iron Hands Steel","Citadel","","Metals: bring back shine.","","",""
"IA_METALS_MIX_01","4","","","Administratum Grey","Citadel","","Metals: tiny specular dots.","","",""
"IA_WEAPONS_MIX_01","1","","","Abaddon Black","Citadel","","Weapons: black casing base.","","",""
"IA_WEAPONS_MIX_01","2","","","Eshin Grey","Citadel","","Weapons: casing edge highlight.","","",""
"IA_WEAPONS_MIX_01","3","","","Iron Hands Steel","Citadel","","Weapons: metal parts steel base.","","",""
"IA_WEAPONS_MIX_01","4","","","Nuln Oil","Citadel","","Weapons: shade metal recesses.","","",""
"IG_ARMOURPLAT_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for contrast and crisp edge highlights.","High","B",""
"IG_ARMOURPLAT_MIX_01","2","Base","Basecoat","Caliban Green","Citadel","","Solid base over armour plates.","High","B",""
"IG_ARMOURPLAT_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Controlled shade into recesses and panel lines.","Medium","B",""
"IG_ARMOURPLAT_MIX_01","4","Highlight","Edge Highlight","Warpstone Glow","Citadel","Extreme: Moot Green on sharp corners","Edge highlight armour; keep Moot Green only on sharpest points.","Medium","B",""
"IG_BASES_MIX_01","1","Texture","Texture","Texture Paste (any)","Generic","","Apply texture paste; let fully dry.","High","B",""
"IG_BASES_MIX_01","2","Base","Basecoat","XV-88","Citadel","","Basecoat textured ground.","High","B",""
"IG_BASES_MIX_01","3","Shade","Shade","Agrax Earthshade","Citadel","","Wash into texture; avoid heavy pooling on rim.","Medium","B",""
"IG_BASES_MIX_01","4","Drybrush","Drybrush","Ushabti Bone","Citadel","Rim/edge: Wraithbone (optional)","Drybrush highlights; keep rim neat and consistent.","Medium","B",""
"IG_DETAILS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for clean separation.","High","B",""
"IG_DETAILS_MIX_01","2","Base","Basecoat","XV-88","Citadel","","Basecoat straps, webbing, and utility gear details.","High","B",""
"IG_DETAILS_MIX_01","3","Shade","Shade","Agrax Earthshade","Citadel","","Shade around buckles and seams.","Medium","B",""
"IG_DETAILS_MIX_01","4","Highlight","Highlight","Balor Brown","Citadel","Fine: Ushabti Bone on sharpest wear","Highlight worn edges; keep Ushabti Bone tiny and selective.","Medium","B",""
"IG_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for clean strap definition.","High","B",""
"IG_LEATHER_MIX_01","2","Base","Basecoat","Rhinox Hide","Citadel","","Basecoat leather.","High","B",""
"IG_LEATHER_MIX_01","3","Shade","Shade","Agrax Earthshade","Citadel","","Shade seams and undersides.","Medium","B",""
"IG_LEATHER_MIX_01","4","Highlight","Highlight","Mournfang Brown","Citadel","Fine: Balor Brown on edges","Highlight edges and worn areas; Balor Brown only for sharpest wear.","Medium","B",""
"IG_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for maximum lens contrast.","High","B",""
"IG_LENSESGLOW_MIX_01","2","Base","Basecoat","Mephiston Red","Citadel","","Base lens area; keep edges clean.","High","B",""
"IG_LENSESGLOW_MIX_01","3","Shade","Shade","Carroburg Crimson","Citadel","","Glaze/shade toward the darker edge of the lens.","Medium","B",""
"IG_LENSESGLOW_MIX_01","4","Highlight","Highlight","Evil Sunz Scarlet","Citadel","Hotspot: Fire Dragon Bright + tiny dot of Pro Acryl Bold Titanium White","Brighten the hot zone; add a tiny bright point and a tiny white dot hotspot.","Medium","B",""
"IG_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime to keep metals punchy.","High","B",""
"IG_METALS_MIX_01","2","Base","Basecoat","Leadbelcher","Citadel","","Basecoat metal parts.","High","B",""
"IG_METALS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Shade recesses; avoid over-darkening flat plates.","Medium","B",""
"IG_METALS_MIX_01","4","Highlight","Highlight","Iron Hands Steel","Citadel","Fine: Runefang Steel on tips","Highlight edges; Runefang Steel for the brightest points.","Medium","B",""
"IG_SKIN_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime; keep faces clean and smooth.","High","B",""
"IG_SKIN_MIX_01","2","Base","Basecoat","Bugman's Glow","Citadel","","Basecoat skin.","High","B",""
"IG_SKIN_MIX_01","3","Shade","Shade","Reikland Fleshshade","Citadel","","Shade eye sockets, under cheekbones, around lips.","Medium","B",""
"IG_SKIN_MIX_01","4","Highlight","Layer/Highlight","Cadian Fleshtone","Citadel","Fine: 50:50 Cadian Fleshtone + Flayed One Flesh","Layer raised areas; use the mix for nose/cheeks/knuckles.","Medium","B",""
"IG_UNIFORMCLO_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong contrast (cloth will be built up).","High","B",""
"IG_UNIFORMCLO_MIX_01","2","Base","Basecoat","Zandri Dust","Citadel","","Basecoat fatigues evenly.","High","B",""
"IG_UNIFORMCLO_MIX_01","3","Shade","Shade","Agrax Earthshade","Citadel","","Shade folds; wick away pooling on flat areas.","Medium","B",""
"IG_UNIFORMCLO_MIX_01","4","Highlight","Layer/Highlight","Ushabti Bone","Citadel","Fine: Wraithbone on top creases","Highlight raised folds; reserve Wraithbone for the brightest creases.","Medium","B",""
"IG_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime to keep weapon definition crisp.","High","B",""
"IG_WEAPONS_MIX_01","2","Base","Basecoat","Abaddon Black","Citadel","","Basecoat casings and grips.","High","B",""
"IG_WEAPONS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Pin-wash recesses (optional if Abaddon already deep).","Medium","B",""
"IG_WEAPONS_MIX_01","4","Highlight","Edge Highlight","Eshin Grey","Citadel","Fine: Dawnstone on sharp corners; metal parts: Leadbelcher","Edge highlight; keep Dawnstone minimal on the sharpest edges.","Medium","B",""
"KR_BASES_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadows","High","C",""
"KR_BASES_MIX_01","2","Base","Basecoat","Anthracite Grey","AK Interactive","","Basecoat the ground. Keep the rim clean.","Low","C",""
"KR_BASES_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Wash/shade into the texture. Avoid heavy pooling on the rim.","Low","C",""
"KR_BASES_MIX_01","4","Highlight","Highlight","Blue Grey Pale","Vallejo","","Drybrush to pick out texture. Optional small accent tufts/pigment.","Low","C",""
"KR_BASES_TRENCH_MIX_01","1","Base","Texture","Texture Paste (any)","Generic","","Apply texture (paste/sand). Let fully dry.","Low","C",""
"KR_BASES_TRENCH_MIX_01","2","Base","Basecoat","Anthracite Grey","AK Interactive","","Basecoat the ground. Keep the rim clean.","Low","C",""
"KR_BASES_TRENCH_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Wash/shade into the texture. Avoid heavy pooling on the rim.","Low","C",""
"KR_BASES_TRENCH_MIX_01","4","Highlight","Drybrush","Blue Grey Pale","Vallejo","","Drybrush to pick out texture. Optional small accent tufts/pigment.","Low","C",""
"KR_DETAILS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadows","High","C",""
"KR_DETAILS_MIX_01","2","Base","Basecoat","Skeleton Bone","Vallejo","","Basecoat evenly. Two thin coats beats one thick coat.","Low","C",""
"KR_DETAILS_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Shade/wash into recesses. Wick excess off flat areas.","Low","C",""
"KR_DETAILS_MIX_01","4","Highlight","Highlight","Blue Grey Pale","Vallejo","","Layer/edge highlight raised areas. Keep extremes small and controlled.","Low","C",""
"KR_GASMASKLEN_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadows","High","C",""
"KR_GASMASKLEN_MIX_01","2","Base","Basecoat","Matt Red","AK Interactive","","Basecoat the lens/glow core. Keep edges neat.","Low","C",""
"KR_GASMASKLEN_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Glaze/shade toward the darker edge to add depth.","Low","C",""
"KR_GASMASKLEN_MIX_01","4","Highlight","Highlight","Blue Grey Pale","Vallejo","","Highlight the hot zone and add a tiny hotspot dot. Keep it crisp.","Low","C",""
"KR_GREATCOAT_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadows","High","C",""
"KR_GREATCOAT_MIX_01","2","Base","Basecoat","Anthracite Grey","AK Interactive","","Basecoat evenly. Two thin coats beats one thick coat.","Low","C",""
"KR_GREATCOAT_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Shade/wash into recesses. Wick excess off flat areas.","Low","C",""
"KR_GREATCOAT_MIX_01","4","Highlight","Highlight","Blue Grey Pale","Vallejo","","Layer/edge highlight raised areas. Keep extremes small and controlled.","Low","C",""
"KR_HELMET_ARMOUR_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime/undercoat for clean coverage and good contrast.","Low","C",""
"KR_HELMET_ARMOUR_MIX_01","2","Base","Basecoat","Rubber Black","AK Interactive","","Basecoat evenly. Two thin coats beats one thick coat.","Low","C",""
"KR_HELMET_ARMOUR_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Shade/wash into recesses. Wick excess off flat areas.","Low","C",""
"KR_HELMET_ARMOUR_MIX_01","4","Highlight","Highlight","Blue Grey Pale","Vallejo","","Layer/edge highlight raised areas. Keep extremes small and controlled.","Low","C",""
"KR_HELMETARMO_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadows","High","C",""
"KR_HELMETARMO_MIX_01","2","Base","Basecoat","Rubber Black","AK Interactive","","Basecoat evenly. Two thin coats beats one thick coat.","Low","C",""
"KR_HELMETARMO_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Shade/wash into recesses. Wick excess off flat areas.","Low","C",""
"KR_HELMETARMO_MIX_01","4","Highlight","Highlight","Blue Grey Pale","Vallejo","","Layer/edge highlight raised areas. Keep extremes small and controlled.","Low","C",""
"KR_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadows","High","C",""
"KR_LEATHER_MIX_01","2","Base","Basecoat","Leather Brown","Vallejo","","Basecoat evenly. Two thin coats beats one thick coat.","Low","C",""
"KR_LEATHER_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Shade/wash into recesses. Wick excess off flat areas.","Low","C",""
"KR_LEATHER_MIX_01","4","Highlight","Highlight","Blue Grey Pale","Vallejo","","Layer/edge highlight raised areas. Keep extremes small and controlled.","Low","C",""
"KR_LENSES_MIX_01","1","Base","Basecoat","Matt Red","AK Interactive","","Prime/undercoat for strong contrast. Keep lens area smooth.","Low","C",""
"KR_LENSES_MIX_01","2","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Basecoat the lens/glow core. Keep edges neat.","Low","C",""
"KR_LENSES_MIX_01","3","Highlight","Highlight","Blue Grey Pale","Vallejo","","Glaze/shade toward the darker edge to add depth.","Low","C",""
"KR_LENSES_MIX_01","4","Finish","Finish","Polyurethane Gloss Varnish","Vallejo","","Optional gloss for lenses","Low","C",""
